Month,Sales
2018-10-31,7080.04179906233
2018-11-30,9990.281716297124
2018-12-31,12809.299445948483
2019-01-31,4487.319504679876
2019-02-28,3703.3364754364256
2019-03-31,4716.353994075732
2019-04-30,4927.371273680334
2019-05-31,4757.388551712019
